,homeTeam,awayTeam,finalHomeScore,finalAwayScore,solHomePred,solAwayPred,solPoints,philHomePred,philAwayPred,philPoints,jonnyHomePred,jonnyAwayPred,jonnyPoints,lilaHomePred,lilaAwayPred,lilaPoints,jacobHomePred,jacobAwayPred,jacobPoints,samHomePred,samAwayPred,samPoints,weekNum,solBanker,solInsurance,philBanker,philInsurance,jonnyBanker,jonnyInsurance,samBanker,samInsurance,jacobBanker,jacobInsurance,lilaBanker,lilaInsurance
ee17d6c9-1137-4058-8f1d-ebf2b00b5d6a,Southampton,Bournemouth,1,3,2,1,-10,2,1,-10,2,1,-10,1,1,-10,1,0,-10,1,1,-10,6,False,False,False,False,False,False,False,False,False,False,False,False
2fa7841a-ee5a-4102-b5c0-95814b53a77f,Leicester,Tottenham,2,1,0,2,-10,1,1,-10,1,2,-10,1,2,-10,1,2,-10,2,1,30,6,False,False,False,False,False,False,False,True,False,False,False,False
ad859511-0f13-4412-a948-0e9588c7d8ec,Burnley,Norwich City,2,0,1,2,0,1,0,10,1,1,-10,1,2,-10,1,1,-10,3,1,15,6,False,True,False,False,False,False,False,False,False,False,False,False
8490a092-37d0-47ff-b1f2-4fd230134883,Everton,Sheffield United,0,2,1,0,-10,3,1,-30,2,1,-10,1,0,-10,2,1,-10,3,1,-30,6,False,False,True,False,False,False,True,False,False,False,False,False
7c847027-2d1b-4a62-87b2-094860481f93,Man City,Watford,8,0,4,0,10,3,1,10,3,0,10,3,1,10,2,1,10,3,0,10,6,False,False,False,False,False,False,False,False,False,False,False,False
45d3ff52-9559-4fa1-9b42-a4ceec782ce1,Newcastle,Brighton,0,0,0,0,30,2,2,20,2,0,-10,1,1,20,1,0,0,2,1,-10,6,False,False,False,False,False,False,False,False,False,True,False,False
64e2926f-34f8-46ab-9382-2263a9295be7,Crystal Pal,Wolves,1,1,1,1,30,2,1,-10,1,0,-10,1,1,30,2,0,-10,1,1,30,6,False,False,False,False,False,False,False,False,False,False,False,False
7d52ca39-2ad9-4a74-a093-d8b477caf6a7,West Ham,Man Utd,2,0,2,3,-10,1,1,0,1,1,0,1,2,-10,0,1,-10,1,1,-10,6,False,False,False,True,False,True,False,False,False,False,False,False
fe3527a8-b5d6-4730-a64c-047695e3c45d,Arsenal,Aston Villa,3,2,2,0,30,2,0,10,3,1,30,3,0,30,2,1,45,2,1,15,6,True,False,False,False,True,False,False,False,True,False,True,False
1c534290-a356-41fa-86ab-c834f7055932,Chelsea,Liverpool,1,2,1,2,30,2,3,15,1,2,30,1,2,30,1,2,30,1,2,30,6,False,False,False,False,False,False,False,False,False,False,False,True
8444cd74-a53a-48cf-9ac0-b94bb18d4264,Sheffield United,Liverpool,0,1,0,3,20,1,3,10,0,3,10,0,3,20,0,2,10,1,3,10,7,True,False,False,False,False,False,False,False,False,False,True,False
2cd228a3-ed7d-4287-b5a3-cd7de4b2c66b,Aston Villa,Burnley,2,2,1,1,20,1,1,20,1,1,20,1,1,20,2,1,-10,1,2,-10,7,False,False,False,False,False,False,False,False,False,False,False,False
e9290054-0fca-4153-8b49-c986af3a2054,Bournemouth,West Ham,2,2,2,1,-10,2,2,30,2,1,-10,2,2,30,1,2,-10,2,1,-10,7,False,False,False,False,False,False,False,False,False,False,False,False
99cad52e-6750-48b1-8591-4293d9b7c177,Chelsea,Brighton,2,0,2,0,30,3,1,15,2,0,90,2,1,10,2,0,90,3,1,15,7,False,False,False,False,True,False,False,False,True,False,False,False
0893ec0b-9704-46bb-8a89-be5e5678df2e,Crystal Pal,Norwich City,2,0,1,1,-10,2,1,10,2,1,10,2,1,10,2,2,-10,0,0,-10,7,False,False,False,False,False,False,False,False,False,False,False,False
24865d72-9c95-46aa-b954-68a29be341ef,Tottenham,Southampton,2,1,1,0,15,2,2,0,1,1,-10,2,1,30,1,0,15,1,1,0,7,False,False,False,True,False,False,False,True,False,False,False,False
f590b46f-624c-4a64-80aa-3422fc0a3dca,Wolves,Watford,2,0,2,1,10,1,1,-30,1,1,-10,2,1,10,2,1,10,1,0,10,7,False,False,True,False,False,False,False,False,False,True,False,False
894d7852-169e-40de-abf2-1e78988e9a9f,Everton,Man City,1,3,1,3,30,1,3,30,1,3,30,1,4,10,1,2,10,2,4,15,7,False,False,False,False,False,False,False,False,False,False,False,True
8f53d463-652f-4f45-960a-870da3b882a6,Leicester,Newcastle,5,0,2,0,10,3,1,10,2,0,10,3,1,10,3,1,10,2,0,20,7,False,False,False,False,False,False,True,False,False,False,False,False
8ab6bcf8-8c33-49fe-a0c6-650e70f107de,Man Utd,Arsenal,1,1,1,2,0,1,2,-10,1,2,0,2,2,20,1,2,-10,1,2,-10,7,False,True,False,False,False,True,False,False,False,False,False,False
8abf536b-30f3-4bcc-8d4f-ac3df343cc1e,Brighton,Tottenham,3,0,0,3,-30,1,1,0,1,1,0,1,2,-10,1,2,-10,1,2,-10,8,True,False,False,True,False,True,False,False,False,False,False,False
e43d2f42-21c1-43f1-bacc-7afde8bf7e2d,Burnley,Everton,1,0,0,0,-10,1,1,-10,2,1,15,1,1,-10,1,2,-10,2,1,15,8,False,False,False,False,False,False,False,False,False,False,False,False
99015207-bc1b-4f29-8763-3318771b1a9e,Liverpool,Leicester,2,1,2,1,30,2,1,30,3,1,10,3,2,15,2,1,30,4,2,10,8,False,False,False,False,False,False,False,False,False,False,False,False
082a26ab-ad17-4c27-9a8e-dc42246d2c4e,Norwich City,Aston Villa,1,5,2,1,-10,0,0,-30,2,1,-10,1,1,-10,2,1,0,1,0,-10,8,False,False,True,False,False,False,False,False,False,True,False,False
f1441f77-9554-4e48-83b3-7dfb3d644cb7,Watford,Sheffield United,0,0,1,2,0,1,1,20,1,2,-10,1,1,20,3,1,-10,0,1,-10,8,False,True,False,False,False,False,False,False,False,False,False,False
7350033b-4adf-48e3-ac5c-e87e03973fe9,West Ham,Crystal Pal,1,2,2,1,-10,3,1,-10,2,0,-10,2,2,-10,2,0,-10,3,1,-30,8,False,False,False,False,False,False,True,False,False,False,False,False
7133569c-b949-42a0-8358-84be0764e7fd,Arsenal,Bournemouth,1,0,3,1,10,3,2,15,3,1,10,3,1,10,3,1,20,2,1,15,8,False,False,False,False,False,False,False,False,True,False,False,True
ac782c0d-c337-4f11-aef4-8f6713463451,Man City,Wolves,0,2,3,0,-10,2,1,-10,3,0,-20,4,1,-20,3,0,-10,4,1,-10,8,False,False,False,False,True,False,False,False,False,False,True,False
a638ed03-5372-4234-98b9-fc43a084d171,Southampton,Chelsea,1,4,1,2,10,2,2,-10,0,2,10,1,2,10,0,2,10,1,1,-10,8,False,False,False,False,False,False,False,False,False,False,False,False
253ef1d5-1ba9-43f1-a8e6-3fe9ff63d903,Newcastle,Man Utd,1,0,0,1,-10,0,0,-10,1,2,-10,0,1,-10,2,0,10,2,1,15,8,False,False,False,False,False,False,False,True,False,False,False,False
53f812b2-1ca0-40ea-a17d-e9e3ee96be99,Everton,West Ham,2,0,0,1,-10,1,1,-30,1,1,-10,0,1,-10,1,1,-10,1,2,0,9,False,False,True,False,False,False,False,True,False,False,False,False
52d67a63-ebe8-453f-b1fe-5c5a4bb85599,Aston Villa,Brighton,2,1,0,0,-10,1,0,15,2,1,30,1,1,-10,1,1,-10,2,1,30,9,False,False,False,False,False,False,False,False,False,False,False,False
84909527-c036-4056-ae18-004ea54b510f,Bournemouth,Norwich City,0,0,2,1,-10,3,1,-10,2,0,-10,2,0,-10,2,1,-10,2,0,-10,9,False,False,False,False,False,False,False,False,False,False,False,False
08ebf014-da5e-4e31-b035-510d504429f2,Chelsea,Newcastle,1,0,2,0,10,2,2,0,2,0,30,2,0,10,2,0,10,3,1,10,9,False,False,False,True,True,False,False,False,False,False,False,False
8b08bdf9-226a-4934-a590-41873f50f783,Leicester,Burnley,2,1,3,1,10,1,0,15,1,0,15,2,1,30,3,1,20,2,0,20,9,False,False,False,False,False,False,True,False,True,False,False,False
625c1c63-e3df-4d98-8705-a3f3cff8cb46,Tottenham,Watford,1,1,2,0,-30,1,1,30,2,1,-10,2,0,-10,1,0,-10,2,1,-10,9,True,False,False,False,False,False,False,False,False,False,False,False
c144814a-5697-448b-86f4-18bc90eb16cd,Wolves,Southampton,1,1,1,0,-10,1,0,-10,3,1,-10,2,1,-10,2,1,-10,2,2,20,9,False,False,False,False,False,False,False,False,False,False,False,False
cb3344a1-67e8-40be-a5e7-f1ac7276d270,Crystal Pal,Man City,0,2,0,4,10,2,3,10,1,3,15,1,3,15,1,1,0,1,2,10,9,False,False,False,False,False,False,False,False,False,True,False,False
d1c0ded1-a358-4b0a-84b9-12230ebdf039,Man Utd,Liverpool,1,1,0,2,0,1,2,-10,1,3,-10,1,2,-20,0,3,-10,1,3,-10,9,False,True,False,False,False,False,False,False,False,False,True,False
54076835-e9fd-4d5a-9bb8-3cdd559c7018,Sheffield United,Arsenal,1,0,0,3,-10,1,2,-10,1,2,-10,1,3,0,1,2,-10,0,2,-10,9,False,False,False,False,False,False,False,False,False,False,False,True
2d80448c-f2d0-413a-bf94-81ac3714f444,Southampton,Leicester,0,9,0,3,10,1,3,10,1,2,10,1,2,10,1,2,10,1,2,10,10,False,False,False,False,False,False,False,False,False,False,False,False
1ba58123-e973-441e-b7e5-9fa53e2330ce,Man City,Aston Villa,3,0,4,1,30,2,0,10,3,1,20,3,1,20,3,0,60,4,0,10,10,True,False,False,False,True,False,False,False,True,False,True,False
51eea330-d6b3-4632-9a49-7f45e43d86f0,Brighton,Everton,3,2,0,0,-10,1,1,-10,1,1,-10,1,1,-10,1,2,-10,2,1,15,10,False,False,False,False,False,False,False,True,False,False,False,False
638e8dd9-a4d6-4db2-9ebb-84e4b3194102,Watford,Bournemouth,0,0,0,1,-10,1,1,60,0,1,-10,1,0,-10,1,1,20,1,2,-10,10,False,False,True,False,False,False,False,False,False,False,False,False
039e6aac-1096-44fd-8a00-1c22bfdbfbb9,West Ham,Sheffield United,1,1,0,0,20,2,0,-10,2,2,20,1,1,30,2,1,0,3,1,-10,10,False,False,False,False,False,False,False,False,False,True,False,False
bbe38ec3-5383-464c-89d4-f0f912f0628f,Burnley,Chelsea,2,4,0,2,15,1,1,0,1,2,10,1,3,15,1,3,15,1,3,15,10,False,False,False,True,False,False,False,False,False,False,False,False
74189808-357e-4843-8039-efad04b484e1,Newcastle,Wolves,1,1,2,2,20,0,0,20,1,2,-10,1,2,-10,1,2,-10,1,1,30,10,False,False,False,False,False,False,False,False,False,False,False,False
04f72045-4ba6-4a8e-b6e4-4446f38b1bc1,Arsenal,Crystal Pal,2,2,3,0,-10,2,1,-10,3,1,0,2,1,0,1,1,20,2,1,-30,10,False,False,False,False,False,True,True,False,False,False,False,True
b7ef7751-83ac-499d-a2df-883767f90602,Liverpool,Tottenham,2,1,2,1,30,3,2,15,2,0,10,2,0,10,2,0,10,3,1,10,10,False,False,False,False,False,False,False,False,False,False,False,False
e106ffa4-caba-4d24-afc2-8cc58827eee6,Norwich City,Man Utd,1,3,1,0,0,1,1,-10,1,1,-10,0,1,10,1,0,-10,1,1,-10,10,False,True,False,False,False,False,False,False,False,False,False,False
0527405d-5751-4171-af2c-a9f573fe996c,Bournemouth,Man Utd,1,0,1,2,-10,2,2,-10,1,2,-10,1,2,-10,1,2,-10,1,1,-10,11,False,False,False,False,False,False,False,False,False,False,False,False
f5308f2d-258e-403e-abdc-75b39c499877,Arsenal,Wolves,1,1,3,0,-10,2,1,-10,2,1,0,2,1,-10,1,1,30,2,1,-30,11,False,False,False,False,False,True,True,False,False,False,False,False
d0e49c1c-2e76-49c2-9bf8-ea92fc427ec0,Aston Villa,Liverpool,1,2,0,2,10,1,2,30,0,3,10,0,3,20,0,2,10,0,3,10,11,False,False,False,False,False,False,False,False,False,False,True,False
d6b7e6ef-e9b2-4107-ac05-13b82f46bcd3,Brighton,Norwich City,2,0,1,0,10,1,0,10,2,1,10,1,0,10,3,1,15,2,0,30,11,False,True,False,False,False,False,False,False,False,False,False,False
6ff73779-1501-4b75-838f-a58994294aae,Man City,Southampton,2,1,4,0,20,4,0,10,5,0,20,3,0,10,4,0,20,5,0,10,11,True,False,False,False,True,False,False,False,True,False,False,False
3c77d56e-a32e-4145-8fe7-3075de60236b,Sheffield United,Burnley,3,0,0,0,-10,0,0,0,1,1,-10,1,0,10,2,1,10,1,1,-10,11,False,False,False,True,False,False,False,False,False,False,False,False
f26acec1-234f-4c18-962b-b531d9e4fc19,West Ham,Newcastle,2,3,1,0,-10,2,1,-10,2,1,-10,2,1,-10,2,1,-10,2,1,-10,11,False,False,False,False,False,False,False,False,False,False,False,False
11366cf7-4ac2-45ff-961b-38799f18d1ce,Watford,Chelsea,1,2,1,3,10,1,3,10,0,2,10,0,2,10,1,3,10,0,3,10,11,False,False,False,False,False,False,False,False,False,False,False,False
171b538c-0567-48d5-acfd-c1f1550a5bcb,Crystal Pal,Leicester,0,2,1,2,10,1,1,-10,1,1,-10,1,3,15,1,3,15,2,3,10,11,False,False,False,False,False,False,False,False,False,True,False,False
2d1db84f-d257-468f-8ddd-a5e955cf809c,Everton,Tottenham,1,1,1,2,-10,2,2,60,1,1,30,1,1,30,1,1,30,1,1,30,11,False,False,True,False,False,False,False,True,False,False,False,True
bba51768-a16c-428f-9019-8942d73b2531,Norwich City,Watford,0,2,0,0,-10,0,0,-10,1,0,-10,1,1,-10,1,1,-10,1,1,-10,12,False,False,False,False,False,False,False,False,False,False,False,False
3ac10c61-d772-4c3d-981d-fe170f7af352,Chelsea,Crystal Pal,2,0,2,0,30,3,1,15,2,1,10,2,1,10,3,1,30,3,1,30,12,False,False,False,False,False,False,True,False,True,False,False,False
d8c05d3f-d4c4-40c0-ba46-3d0ccc9888f7,Burnley,West Ham,3,0,1,1,-10,2,0,10,1,1,-10,2,1,10,2,2,-10,2,1,10,12,False,False,False,False,False,False,False,False,False,False,False,False
a03683ae-2de5-4445-8b22-fbcc93c60371,Newcastle,Bournemouth,2,1,0,0,-10,1,0,15,1,2,-10,1,2,-10,1,1,-10,1,0,15,12,False,False,False,True,False,False,False,False,False,False,False,False
32cc837d-efd7-4b6c-858a-e2d0c063ef26,Southampton,Everton,1,2,1,1,-10,1,1,-10,0,1,15,1,1,-10,1,2,30,1,1,0,12,False,False,False,False,False,False,False,True,False,False,False,False
c9780910-9e12-4bd0-bf62-86d391d6ef35,Tottenham,Sheffield United,1,1,0,0,20,1,0,-10,1,1,30,1,2,-10,1,0,-10,1,0,-10,12,False,True,False,False,False,False,False,False,False,False,False,False
47778d37-836c-463c-b38e-18f6825b1147,Leicester,Arsenal,2,0,2,1,10,2,2,-10,3,1,30,1,2,0,3,1,15,3,2,10,12,False,False,False,False,True,False,False,False,False,False,False,True
160951dc-d111-4360-b375-841432084256,Man Utd,Brighton,3,1,2,0,45,2,0,15,1,1,-10,1,1,-10,2,1,10,2,1,10,12,True,False,False,False,False,False,False,False,False,False,False,False
f573ab4e-71d0-4d79-8aff-ff5a54f80770,Wolves,Aston Villa,2,1,1,0,15,1,1,-30,1,1,-10,2,1,90,1,1,-10,1,0,15,12,False,False,True,False,False,False,False,False,False,False,True,False
7c17bc88-9547-47bd-9e1a-39f4d6adbed7,Liverpool,Man City,3,1,3,1,30,2,2,-10,2,1,10,2,2,-10,2,1,10,2,1,10,12,False,False,False,False,False,True,False,False,False,False,False,False
b839c9eb-ddb1-4bc8-91b3-1defb2bfa9be,West Ham,Tottenham,2,3,0,3,30,1,1,0,0,1,15,1,2,15,1,2,15,1,2,15,13,True,False,False,True,False,False,False,False,False,False,False,False
f4f6082c-2fb5-4f0b-b29f-e2274cd7e129,Arsenal,Southampton,2,2,1,1,20,3,1,-30,2,1,-30,3,1,-30,1,1,20,2,0,-30,13,False,False,True,False,True,False,True,False,False,False,True,False
96c35d18-65f1-48ce-9665-8f130442765c,Bournemouth,Wolves,1,2,1,1,-10,1,1,-10,1,1,-10,1,1,-10,1,1,-10,1,1,-10,13,False,False,False,False,False,False,False,False,False,False,False,False
f3425459-0a9a-4548-82b6-ffe4150e7927,Brighton,Leicester,0,2,1,3,15,1,2,10,0,2,30,1,3,15,0,2,60,1,3,15,13,False,False,False,False,False,False,False,False,True,False,False,False
0e97e010-8a30-4dc3-a253-e6c77533149f,Crystal Pal,Liverpool,1,2,0,2,10,1,2,30,0,2,10,1,4,10,1,3,10,0,2,10,13,False,False,False,False,False,False,False,False,False,False,False,False
a79db64e-9457-4c15-bf28-15b948d0f35b,Everton,Norwich City,0,2,0,0,-10,2,0,-10,1,0,-10,2,0,-10,1,0,-10,2,1,-10,13,False,False,False,False,False,False,False,False,False,False,False,False
5e2d817f-b2af-495a-a849-cddd0b0c4692,Watford,Burnley,0,3,1,1,-10,1,1,-10,1,1,0,2,1,0,1,1,0,1,1,-10,13,False,False,False,False,False,True,False,False,False,True,False,True
a23f724a-ff79-4667-910b-6722d8875b41,Man City,Chelsea,2,1,2,1,30,2,2,-10,2,1,30,2,2,-10,2,2,-10,3,2,15,13,False,True,False,False,False,False,False,False,False,False,False,False
a9e01664-5d0e-436a-8daf-7be5d6b8ddf3,Sheffield United,Man Utd,3,3,1,2,-10,1,2,-10,1,1,20,1,2,-10,1,1,20,2,2,20,13,False,False,False,False,False,False,False,False,False,False,False,False
6fc1cd66-99df-4217-a541-cb1e1f5cad54,Aston Villa,Newcastle,2,0,1,1,-10,1,0,10,2,1,10,0,2,-10,2,1,10,1,2,0,13,False,False,False,False,False,False,False,True,False,False,False,False
c396c50d-0651-4e98-ba9b-896516ee77dd,Newcastle,Man City,2,2,0,2,-10,1,3,-10,0,2,-10,1,2,-10,0,2,-10,1,2,-10,14,False,False,False,False,False,False,False,False,False,False,False,False
05c76199-43a8-4260-9e84-7d335973085d,Burnley,Crystal Pal,0,2,1,0,-10,3,1,-30,2,1,-10,1,1,-10,2,1,-10,1,0,-10,14,False,False,True,False,False,False,False,False,False,False,False,False
814ccbd5-5ea1-4f84-87e5-0cd17ea17633,Chelsea,West Ham,0,1,2,0,-10,1,0,-10,2,0,-10,2,0,-10,3,1,-10,3,0,-10,14,False,False,False,False,False,False,False,False,False,False,False,False
01fcd48e-dd81-4a49-bd8b-579ecc55d5b0,Liverpool,Brighton,2,1,3,0,10,3,0,10,3,0,10,2,0,10,2,1,30,4,1,20,14,False,False,False,False,False,False,True,False,False,False,False,False
e8afed9c-40c2-4773-91ac-e92e6c762385,Tottenham,Bournemouth,3,2,3,0,10,2,2,0,2,1,15,2,1,15,3,2,90,2,0,10,14,False,False,False,True,False,False,False,False,True,False,False,False
3ee3b072-b021-4885-8c5b-4fab00cab9bc,Southampton,Watford,2,1,0,0,-10,1,1,-10,1,1,-10,0,0,-10,1,0,15,0,0,-10,14,False,False,False,False,False,False,False,False,False,False,False,False
843e78f5-0aec-427f-8901-381e31945c93,Norwich City,Arsenal,2,2,1,3,-30,1,2,-10,1,3,-30,1,2,0,1,3,-10,0,2,-10,14,True,False,False,False,True,False,False,False,False,False,False,True
d89dab06-d83e-4206-b885-c4b79c15dfbe,Wolves,Sheffield United,1,1,1,1,30,1,0,-10,1,1,30,2,2,20,2,2,20,2,1,-10,14,False,False,False,False,False,False,False,False,False,True,False,False
7a071288-b016-492d-b8b4-f8d8cff1af94,Leicester,Everton,2,1,3,0,10,3,1,10,3,0,10,2,0,10,3,0,10,3,1,10,14,False,False,False,False,False,False,False,False,False,False,False,False
71043da4-f0d0-4b79-bdcc-0f79a1a1710c,Man Utd,Aston Villa,2,2,2,1,-10,2,1,-10,2,1,-10,1,0,-10,2,1,-10,2,0,-10,14,False,False,False,False,False,False,False,False,False,False,False,False
4defd6fa-fdde-446f-beba-68f9c16a2391,Crystal Pal,Bournemouth,1,0,2,1,15,1,0,30,1,0,30,1,1,-10,1,1,-10,2,1,15,14,False,False,False,False,False,False,False,False,False,False,False,False
30c7204f-3327-4240-a272-aab5f98c4965,Burnley,Man City,1,4,0,3,15,1,2,10,1,2,10,1,3,10,1,2,10,1,3,10,14,False,False,False,False,False,False,False,False,False,False,False,False
8a6f8b87-2a74-450d-9826-3b23ad87bdac,Chelsea,Aston Villa,2,1,2,0,10,2,0,10,2,0,10,2,0,10,2,1,30,3,0,10,14,False,False,False,False,False,False,False,False,False,False,False,False
662588f1-fde5-4d7a-bd6a-5a178b58d52a,Leicester,Watford,2,0,4,0,10,4,0,10,2,0,30,3,0,10,2,0,30,2,0,30,14,False,False,False,False,False,False,False,False,False,False,False,False
3adb867d-dd32-4ac0-a830-47b40bde2b10,Man Utd,Tottenham,2,1,1,1,0,1,1,-10,1,1,-10,1,2,-10,2,2,-10,3,2,15,14,False,True,False,False,False,False,False,False,False,False,False,False
70af71f9-00cf-4f01-a708-6d1dbd91598e,Southampton,Norwich City,2,1,0,0,-10,0,0,-10,2,1,30,0,0,-10,2,1,30,1,0,15,14,False,False,False,False,False,False,False,True,False,False,False,False
2e595a06-9b6b-4769-b23f-d7bcdacf4751,Wolves,West Ham,2,0,2,0,30,1,0,10,2,1,10,2,1,10,1,2,-10,2,1,10,14,False,False,False,False,False,False,False,False,False,False,False,False
35b1a6c7-0101-4344-a215-b0d00c808c36,Liverpool,Everton,5,2,3,0,15,2,1,10,3,1,10,3,1,20,3,1,10,2,1,10,14,False,False,False,False,False,True,False,False,False,False,True,False
dcd61f9c-1904-4009-9661-539e85eadb4b,Sheffield United,Newcastle,0,2,2,1,-10,1,1,-10,2,1,-10,2,1,-10,2,1,-10,1,0,-10,15,False,False,False,False,False,False,False,False,False,False,False,False
5d9fcb2d-4c45-43c6-bd63-5556bcb67e33,Arsenal,Brighton,1,2,4,1,-30,2,1,-10,2,1,-10,2,1,-10,2,1,-10,2,0,-30,15,True,False,False,False,False,False,True,False,False,False,False,False
b9e94013-4a34-4f8d-8d3f-7795584ef9a6,Everton,Chelsea,3,1,0,2,-10,1,2,-10,1,2,-10,0,2,-10,1,2,-10,1,3,-10,15,False,False,False,False,False,False,False,False,False,False,False,False
525d7c3c-e95f-4c80-9fb9-fa55d913f96e,Bournemouth,Liverpool,0,3,0,3,30,1,3,10,1,3,10,0,3,30,1,2,20,1,4,15,15,False,False,False,False,False,False,False,False,True,False,False,False
9369fb21-9f93-4d04-ad29-cfcccad6e088,Tottenham,Burnley,5,0,2,0,10,1,1,-10,1,0,10,1,0,10,2,1,10,2,1,10,15,False,False,False,False,False,False,False,True,False,False,False,False
de866df0-668d-47dd-9413-694077a22a2f,Watford,Crystal Pal,0,0,1,1,20,2,2,60,2,2,20,1,0,-10,1,2,-10,1,2,-10,15,False,False,True,False,False,False,False,False,False,False,False,False
a8b13fff-cd35-4417-934a-ebe454af926a,Man City,Man Utd,1,2,1,2,30,2,2,0,2,1,-10,3,1,-20,3,1,-10,3,1,-10,15,False,True,False,True,False,False,False,False,False,False,True,False
b3f1f9de-a21f-439d-9f9a-0a2dd46b7911,Aston Villa,Leicester,1,4,0,2,10,1,2,10,1,3,10,1,3,10,1,2,10,1,3,10,15,False,False,False,False,False,False,False,False,False,False,False,False
117405de-3ad7-4287-b35b-0115baf60367,Newcastle,Southampton,2,1,1,0,15,1,1,-10,2,1,90,2,1,30,2,1,30,2,1,30,15,False,False,False,False,True,False,False,False,False,False,False,False
6dc10d7b-7f81-42d8-be98-a6fe44c11708,Norwich City,Sheffield United,1,2,1,0,-10,0,1,15,1,1,-10,0,2,10,2,2,0,1,1,-10,15,False,False,False,False,False,False,False,False,False,True,False,False
ecc69f21-797d-4bff-8b2e-202f5b574702,Brighton,Wolves,2,2,0,0,20,1,2,-10,1,2,-10,0,2,-10,1,2,-10,2,2,30,15,False,False,False,False,False,False,False,False,False,False,False,False
b9924fdc-596e-4eda-8bef-f635ca43b222,West Ham,Arsenal,1,3,0,3,10,2,2,-10,1,2,10,0,1,10,2,1,-10,1,2,10,15,False,False,False,False,False,True,False,False,False,False,False,True
f0d9e479-8b7b-40ea-9fc8-d0565647313e,Liverpool,Watford,2,0,4,0,10,3,1,15,3,0,20,3,0,10,3,0,20,4,0,10,16,False,False,False,False,True,False,False,False,True,False,False,False
80abe7f0-25ef-4389-8280-7abaace1c9bd,Burnley,Newcastle,1,0,1,1,-10,1,1,-30,1,1,-10,1,1,-10,1,2,-10,1,1,-10,16,False,False,True,False,False,False,False,False,False,False,False,False
93acb368-7c24-4313-835e-f6fee12629b3,Chelsea,Bournemouth,0,1,2,0,-10,2,1,-10,2,0,-10,2,0,-10,3,1,-10,2,1,-10,16,False,False,False,False,False,False,False,False,False,False,False,False
a9a07ee7-fd0f-4751-a886-37752d67bd27,Leicester,Norwich City,1,1,3,1,-10,3,0,-10,3,0,-10,3,0,-10,2,0,-10,3,0,-20,16,False,False,False,False,False,False,True,False,False,False,False,False
a2a58310-b313-43a9-b946-126ef71717a7,Sheffield United,Aston Villa,2,0,1,0,10,1,2,-10,2,1,10,2,1,10,1,1,-10,1,0,10,16,False,False,False,False,False,False,False,False,False,False,False,False
1e8e4d73-e7a2-4a03-bac7-43089d4066d5,Southampton,West Ham,0,1,1,1,-10,2,1,-10,1,1,-10,1,1,-10,2,1,-10,1,1,-10,16,False,False,False,False,False,False,False,False,False,False,False,False
9fb85c07-f89d-472f-8cd3-e1285cd997ad,Man Utd,Everton,1,1,3,1,-30,3,2,-10,2,1,-10,2,1,-30,2,2,20,2,1,-10,16,True,False,False,False,False,False,False,False,False,False,True,False
baa8bd4f-187f-4687-8b9e-45c4526ae887,Wolves,Tottenham,1,2,1,1,-10,1,1,-10,1,2,30,2,2,-10,1,2,30,2,2,0,16,False,False,False,False,False,False,False,True,False,False,False,False
126535c1-3a34-403f-962c-38ec7928eab9,Arsenal,Man City,0,3,3,2,0,2,2,0,2,1,0,2,1,0,2,1,-10,1,1,-10,16,False,True,False,True,False,True,False,False,False,False,False,True
058eef1d-ac52-4fd3-9e82-0d1a75252887,Crystal Pal,Brighton,1,1,1,0,-10,2,0,-10,1,1,30,2,2,20,1,2,0,2,1,-10,16,False,False,False,False,False,False,False,False,False,True,False,False
953777b5-9d83-45f8-9975-75194fd38f9b,Everton,Arsenal,0,0,0,2,-30,3,1,-10,1,1,20,1,2,0,2,1,-10,2,3,0,17,True,False,False,False,False,True,False,True,False,False,False,True
6d126e5f-540b-469a-a047-3a0bb8fc0003,Aston Villa,Southampton,1,3,2,0,-10,2,1,-10,2,1,-10,1,1,-10,2,1,-10,1,1,-10,17,False,False,False,False,False,False,False,False,False,False,False,False
f65c0646-62b8-4721-abff-360bc23c0790,Bournemouth,Burnley,0,1,0,0,-10,1,1,-10,2,1,-10,2,2,-10,1,1,-10,1,2,15,17,False,False,False,False,False,False,False,False,False,False,False,False
339eabc1-397f-40f7-95e4-e3edf43ad8a0,Brighton,Sheffield United,0,1,1,1,-10,3,1,-10,1,1,-10,1,2,15,1,1,-10,2,2,-10,17,False,False,False,False,False,False,False,False,False,False,False,False
82f80b2b-5f61-40d0-aec9-e23af685fd50,Newcastle,Crystal Pal,1,0,2,1,15,1,0,30,1,0,30,1,1,-10,2,1,15,1,1,-10,17,False,False,False,False,False,False,False,False,False,False,False,False
3c050ab1-a7f1-454e-b824-efad65c967d9,Norwich City,Wolves,1,2,0,1,15,0,2,10,1,2,30,1,2,30,1,2,30,1,3,10,17,False,False,False,False,False,False,False,False,False,False,False,False
b12217f8-0d16-4d3d-802e-c6f890706cf6,Man City,Leicester,3,1,2,2,-10,2,2,0,2,1,10,2,2,-10,1,1,-10,3,2,10,17,False,False,False,True,False,False,False,False,False,False,False,False
02babb57-158a-435c-898d-96660896abc4,Watford,Man Utd,2,0,1,1,0,1,1,-10,0,2,-30,0,2,-30,0,2,-30,0,2,-30,17,False,True,False,False,True,False,True,False,True,False,True,False
