,homeTeam,awayTeam,finalHomeScore,finalAwayScore,solHomePred,solAwayPred,solPoints,philHomePred,philAwayPred,philPoints,jonnyHomePred,jonnyAwayPred,jonnyPoints,lilaHomePred,lilaAwayPred,lilaPoints,jacobHomePred,jacobAwayPred,jacobPoints,samHomePred,samAwayPred,samPoints,weekNum,solBanker,solInsurance,philBanker,philInsurance,jonnyBanker,jonnyInsurance,samBanker,samInsurance,jacobBanker,jacobInsurance,lilaBanker,lilaInsurance
a42a20ff-b63d-440e-a399-a838de0f22f2,Tottenham,Chelsea,0,2,2,1,-10,0,0,-20,1,0,-10,2,2,-10,2,1,0,2,2,-10,17,False,False,True,False,False,False,False,False,False,True,False,False
09ea5a8c-ea74-4205-8eb7-97f2301d3c48,Tottenham,Brighton,2,1,3,0,10,1,1,0,2,1,30,2,2,-10,2,0,10,3,1,10,18,False,False,False,True,False,False,False,False,False,False,False,False
86c410d4-5dd7-476b-8ccc-84f4b76ee271,Aston Villa,Norwich City,1,0,0,1,-10,1,0,30,2,1,15,1,2,-10,1,1,-10,1,2,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
3fdbd482-dc0c-4968-8821-e3da56e3a531,Bournemouth,Arsenal,1,1,0,2,-30,1,2,-10,1,2,-10,0,2,0,1,2,-10,1,3,-10,18,True,False,False,False,False,False,False,False,False,False,False,True
78d3c338-e311-4d2f-aff0-ca5520e0c242,Chelsea,Southampton,0,2,1,0,-10,2,1,-10,2,0,-10,2,1,-10,0,1,10,2,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
8bb48ec5-fe99-4449-aff5-88102ef0a810,Crystal Pal,West Ham,2,1,0,0,-10,1,1,-10,1,0,15,1,1,-10,1,2,0,1,1,-10,18,False,False,False,False,False,False,False,False,False,True,False,False
e7f7c1da-4f7c-431a-ab66-d9c56364021f,Everton,Burnley,1,0,2,0,10,2,0,30,1,0,30,2,0,10,1,0,30,2,1,15,18,False,False,True,False,False,False,False,False,False,False,False,False
3983b0b3-e49e-426f-af3e-cdf22933c4db,Sheffield United,Watford,1,1,1,0,-10,2,1,-10,2,0,-30,1,1,30,2,1,-10,2,0,-10,18,False,False,False,False,True,False,False,False,False,False,False,False
f1116bdf-8012-4f3a-a10a-6a167f8c0884,Man Utd,Newcastle,4,1,3,1,10,3,1,10,1,1,-10,1,2,-10,2,1,10,2,1,10,18,False,False,False,False,False,False,False,False,False,False,False,False
f99642a6-fa19-4219-b4d0-26578f5eeee7,Leicester,Liverpool,0,4,2,1,0,1,2,10,1,2,10,1,3,20,1,2,10,2,3,10,18,False,True,False,False,False,False,False,False,False,False,True,False
93313abc-5dd9-476e-b7e1-10ce67e139c2,Wolves,Man City,3,2,0,2,-10,1,1,-10,1,2,-10,1,3,-10,1,2,-10,1,2,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
ba80d9b1-c496-4025-a7ca-e05f45685b08,Brighton,Bournemouth,2,0,2,1,10,0,0,-10,1,1,-10,1,1,-10,1,1,-10,1,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
97e23770-7fce-4a87-a6d2-993e8d1b094d,Newcastle,Everton,1,2,0,0,-10,2,2,-10,1,1,-10,1,2,30,1,1,-10,1,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
55b1a6e7-57e3-4fb8-abf5-423abef8b1dd,Southampton,Crystal Pal,1,1,2,0,-10,1,0,-10,1,0,-10,0,1,-10,2,2,20,2,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
e53a7d1e-71c5-4290-a4ea-d21cf9b9e972,Watford,Aston Villa,3,0,2,0,10,1,1,-10,1,1,-10,1,1,-10,2,0,10,2,1,10,18,False,False,False,False,False,False,False,False,False,False,False,False
e3bf4720-59ee-427d-9a12-29e149763eb9,Norwich City,Tottenham,2,2,0,3,-10,1,1,20,1,3,-10,1,2,-10,1,2,-10,1,1,20,18,False,False,False,False,False,False,False,True,False,False,False,False
c4ac1c47-2703-4841-bca5-18d663a5472c,West Ham,Leicester,1,2,0,2,10,1,2,30,0,2,10,1,3,10,0,2,10,1,3,10,18,False,False,False,False,False,False,False,False,False,False,False,False
76ae0d2d-a21c-4c06-af06-25f49cbe118c,Burnley,Man Utd,0,2,2,2,-10,1,2,10,1,1,-10,0,2,30,1,2,30,1,2,10,18,False,False,False,False,False,False,False,False,True,False,False,False
24039e02-da41-43c9-a68b-7ef76f90bc2f,Arsenal,Chelsea,1,2,1,2,30,2,1,-10,1,1,-10,2,1,-10,2,2,-10,2,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
a5012aeb-46d7-4f26-90ac-8e9e39c31467,Liverpool,Wolves,1,0,2,0,10,2,1,15,3,1,10,3,1,10,2,0,10,3,1,10,18,False,False,False,False,False,False,False,False,False,False,False,False
43d73b58-d3b0-4b62-8979-2156f8be9b6a,Man City,Sheffield United,2,0,3,0,10,0,0,-10,2,0,30,3,1,15,2,0,30,3,1,15,18,False,False,False,False,False,False,False,False,False,False,False,False
d0212f47-e692-4ba0-b329-3bfa238c7d98,Brighton,Chelsea,1,1,1,2,-10,1,1,30,1,2,-10,1,2,-10,1,3,-10,0,2,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
eba1d012-77c7-4d38-b96b-eb98ef6cc3ed,Burnley,Aston Villa,1,2,1,0,-10,1,0,-10,2,1,-10,1,1,-10,2,1,-10,2,0,-30,18,False,False,False,False,False,False,True,False,False,False,False,False
43014b13-88ab-44c2-afbd-4c18e0d9e984,Newcastle,Leicester,0,3,0,3,30,1,1,-10,1,2,10,1,2,10,0,1,10,1,2,10,18,False,False,False,False,False,False,False,False,False,False,False,False
c3ad08e6-2e3f-48e0-a0d4-6bec305baa5c,Southampton,Tottenham,1,0,0,2,-10,1,1,-10,1,1,-10,0,2,-10,2,1,15,1,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
030173d6-047b-4504-8894-2826898e8916,Watford,Wolves,2,1,1,0,15,1,1,-10,1,2,-10,1,0,15,1,1,-10,1,1,-10,18,False,False,False,False,False,False,False,False,False,False,False,False
38302150-baae-4266-8db6-62424be07246,Man City,Everton,2,1,3,1,10,2,2,-10,2,1,30,3,2,15,2,0,10,2,1,30,18,False,False,False,False,False,False,False,False,False,False,False,False
df1ec1d2-b39c-44b0-bdd7-9540c082e5c4,Norwich City,Crystal Pal,1,1,0,1,-10,1,0,-10,1,1,30,2,1,-10,2,2,20,1,1,30,18,False,False,False,False,False,False,False,False,False,False,False,False
74630f54-e8eb-4578-a61b-55de5a349844,West Ham,Bournemouth,4,0,1,1,-10,2,1,10,2,1,10,1,1,-10,2,0,10,2,1,10,18,False,False,False,False,False,False,False,False,False,False,False,False
df63af58-5313-48b2-99ff-69b902342a1f,Arsenal,Man Utd,2,0,3,1,15,2,1,10,1,1,-10,2,1,10,1,1,-10,2,1,10,18,False,False,False,False,False,False,False,False,False,False,False,False
2b4f66de-d5c4-4f0b-9c0c-18f8e1721de2,Liverpool,Sheffield United,2,0,2,0,30,3,0,10,3,1,15,3,1,15,2,0,30,2,0,30,18,False,False,False,False,False,False,False,False,False,False,False,False
11478c2a-8659-408b-a745-f1da2a060300,Sheffield United,West Ham,1,0,1,0,30,1,2,-10,2,1,15,1,2,-10,1,1,0,1,2,0,19,False,False,False,False,False,False,False,True,False,True,False,False
b1aa0c0b-30f7-4827-8d26-2b365089b85e,Crystal Pal,Arsenal,1,1,0,2,-30,1,2,-10,1,2,-10,1,2,0,1,2,-10,1,3,-10,19,True,False,False,False,False,False,False,False,False,False,False,True
c7797dc2-986b-4140-bc00-c63720d1dbff,Chelsea,Burnley,3,0,2,2,0,2,1,10,1,0,10,2,0,10,0,1,-10,2,0,10,19,False,True,False,False,False,False,False,False,False,False,False,False
19cfdffc-b698-4934-a0c6-15be5f831482,Everton,Brighton,1,0,3,2,15,2,0,30,2,1,15,1,1,-10,2,1,15,1,0,30,19,False,False,True,False,False,False,False,False,False,False,False,False
ae331c1f-a2a6-4474-a357-842b56284082,Leicester,Southampton,1,2,2,1,-10,2,2,-10,3,2,-10,3,1,-10,1,1,-10,2,1,-10,19,False,False,False,False,False,False,False,False,False,False,False,False
59431a1c-f1f8-434c-b884-f769886614a7,Man Utd,Norwich City,4,0,3,0,10,1,1,0,2,0,30,1,0,10,2,0,10,2,0,30,19,False,False,False,True,True,False,True,False,False,False,False,False
b551d034-f9e4-41a0-b797-5ef2bbe6fae0,Wolves,Newcastle,1,1,1,1,30,1,0,-10,1,1,30,2,1,-10,2,0,-30,2,1,-10,19,False,False,False,False,False,False,False,False,True,False,False,False
dd943a1a-ab5a-4c08-bfef-bb3db2407576,Tottenham,Liverpool,0,1,1,2,15,1,2,15,0,2,10,1,3,20,1,2,15,1,3,10,19,False,False,False,False,False,False,False,False,False,False,True,False
065bbd0c-0e40-4f85-a265-a52f76922c88,Bournemouth,Watford,0,3,0,1,10,1,1,-10,1,1,0,1,2,10,1,2,10,0,2,10,19,False,False,False,False,False,True,False,False,False,False,False,False
2f30ee25-1365-46b5-8fee-3e455eeccec9,Aston Villa,Man City,1,6,1,3,10,1,4,10,1,3,10,0,3,10,0,2,10,0,2,10,19,False,False,False,False,False,False,False,False,False,False,False,False
b7631f2b-eb56-4393-85e4-7491f81dd07e,Watford,Tottenham,0,0,1,1,20,1,1,20,2,2,20,2,1,-10,2,1,-10,2,2,20,20,False,True,False,False,False,False,False,False,False,False,False,False
8692814a-07fd-4ddb-86f3-7f4b4f7aaac8,Arsenal,Sheffield United,1,1,1,0,-30,2,1,-10,2,1,-10,2,1,0,2,1,-10,2,1,-30,20,True,False,False,False,False,False,True,False,False,False,False,True
bd570639-8018-4691-b6d4-3b3334b496a6,Brighton,Aston Villa,1,1,2,1,-10,1,1,30,1,2,-10,1,1,30,2,0,0,1,0,-10,20,False,False,False,False,False,False,False,False,False,True,False,False
549a94b8-137b-4f0e-9bf9-48f3655e1ccf,Man City,Crystal Pal,2,2,3,1,-10,3,0,-10,3,0,-10,3,0,-20,2,0,-10,2,1,-10,20,False,False,False,False,False,False,False,False,False,False,True,False
7b00376b-eb81-4507-971c-fffae639c6d4,Norwich City,Bournemouth,1,0,1,0,30,1,1,0,1,1,-10,0,0,-10,1,1,-10,2,1,15,20,False,False,False,True,False,False,False,False,False,False,False,False
f5197b16-ce13-4a5b-94f4-91225f7f5764,Southampton,Wolves,2,3,2,1,-10,2,1,-10,2,1,-10,1,2,15,2,1,-10,1,1,0,20,False,False,False,False,False,False,False,True,False,False,False,False
00053ad9-b7d6-4381-a9b0-e9b62de81b7a,West Ham,Everton,1,1,0,1,-10,1,2,-10,0,1,-10,1,2,-10,2,2,20,1,1,30,20,False,False,False,False,False,False,False,False,False,False,False,False
7d0e549c-5db5-4af8-aaa9-afc74f29e15c,Newcastle,Chelsea,1,0,1,2,-10,1,2,-10,1,2,-10,1,2,-10,1,3,-10,1,3,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
186c8c36-3252-43c5-baab-9828ec4fd353,Burnley,Leicester,2,1,0,2,-10,1,2,-10,1,2,-10,1,2,-10,1,1,-10,1,2,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
f009c433-b637-4099-a92d-4c4a527759bc,Liverpool,Man Utd,2,0,2,0,30,3,1,15,2,0,30,2,1,10,2,0,60,2,1,10,20,False,False,False,False,False,False,False,False,True,False,False,False
490aad4d-849e-4c46-9389-5d4e6f74e5bf,Aston Villa,Watford,2,1,1,2,-10,1,1,-10,1,1,-10,1,2,-10,1,1,-10,1,2,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
e2b33e2f-c4a7-4b16-be4d-8c992e794345,Bournemouth,Brighton,3,1,0,0,-10,0,0,-10,1,1,-10,0,1,-10,1,1,-10,0,1,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
b981272c-7c96-4564-8920-3951929d8f57,Crystal Pal,Southampton,0,2,0,1,10,2,2,-10,2,1,-10,1,0,-10,2,1,-10,1,1,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
c4584420-d043-4dd9-ae0a-e9ca9c009f06,Everton,Newcastle,2,2,1,1,20,2,1,-30,2,1,-10,2,2,30,2,1,-10,1,0,-10,20,False,False,True,False,False,False,False,False,False,False,False,False
e848d8ed-260d-4bf0-8a94-7e20215a0215,Sheffield United,Man City,0,1,1,2,15,1,2,15,1,2,15,1,3,10,0,1,30,1,2,15,20,False,False,False,False,False,False,False,False,False,False,False,False
4d4b402c-424e-4ed1-8df6-997cd306c0c3,Chelsea,Arsenal,2,2,2,1,-10,1,1,20,1,2,0,1,1,20,2,2,30,1,2,-10,20,False,False,False,False,False,True,False,False,False,False,False,False
f03f143f-bc3f-404a-abce-b5566d3d9195,Leicester,West Ham,4,1,1,1,-10,3,1,10,2,0,10,2,1,10,2,1,10,2,1,10,20,False,False,False,False,False,False,False,False,False,False,False,False
7805002f-82c5-461d-85c2-be9511bd3d64,Tottenham,Norwich City,2,1,3,0,10,0,0,-10,2,0,10,1,0,15,2,0,10,1,1,-10,20,False,False,False,False,False,False,False,False,False,False,False,False
1b848fc4-bbe6-4c5f-b2d6-3a63d789ffa6,Man Utd,Burnley,0,2,2,0,-10,2,1,-10,2,0,-30,2,1,-10,1,1,-10,3,1,-10,20,False,False,False,False,True,False,False,False,False,False,False,False
33f9b7e9-53e7-4161-af62-2a488a487c5c,Wolves,Liverpool,1,2,1,1,-10,1,2,30,0,2,10,1,3,10,1,2,30,1,2,30,20,False,False,False,False,False,False,False,False,False,False,False,False
37810ae9-1889-49a6-847a-c091bef513ff,West Ham,Liverpool,0,2,0,2,30,0,2,30,0,3,10,1,3,15,0,2,30,0,2,30,20,False,False,False,False,False,False,False,False,False,False,False,False
5cec0963-64b9-49cf-8973-9a50b5a2141e,Leicester,Chelsea,2,2,2,1,-10,1,2,-10,2,1,-10,2,2,30,2,2,30,1,1,20,21,False,False,False,False,False,False,False,False,False,False,False,False
5d7baf4b-bc20-4763-975a-401626f2166d,Bournemouth,Aston Villa,2,1,0,0,-10,1,1,-10,1,1,-10,1,1,-10,1,1,-10,2,1,30,21,False,False,False,False,False,False,False,False,False,False,False,False
9b0acc03-30d0-4107-846f-0352b6ce1610,Crystal Pal,Sheffield United,0,1,1,1,-10,2,0,-10,1,2,15,1,2,15,1,1,-10,1,0,-10,21,False,False,False,False,False,True,False,False,False,False,False,False
d67f4f27-05fc-44ce-9c80-37cd14066231,Liverpool,Southampton,4,0,2,0,10,3,1,10,2,0,10,3,1,20,2,0,20,3,1,20,21,False,False,False,False,False,False,True,False,True,False,True,False
2ac42664-3493-4995-9c1d-6bede1e83a5e,Newcastle,Norwich City,0,0,2,1,-10,2,0,-30,1,0,-10,2,0,-10,2,1,-10,2,1,-10,21,False,False,True,False,False,False,False,False,False,False,False,False
efbea9d6-a8dc-45e3-afda-62445bff44ea,Watford,Everton,2,3,1,1,-10,2,2,0,1,1,-10,2,1,-10,2,1,-10,2,1,0,21,False,False,False,True,False,False,False,True,False,False,False,False
9e570927-774f-475b-a9b3-1713735bbfff,West Ham,Brighton,3,3,2,1,-10,1,0,-10,2,1,-10,0,0,20,1,0,0,2,2,20,21,False,False,False,False,False,False,False,False,False,True,False,False
ddc2b65c-8f6c-44c9-a036-586951ec4283,Man Utd,Wolves,0,0,1,0,-10,2,2,20,2,2,20,2,1,-10,2,1,-10,3,2,-10,21,False,False,False,False,False,False,False,False,False,False,False,False
931e18fa-0b06-4ee5-b5ab-0acf2640a2f1,Burnley,Arsenal,0,0,0,2,-30,1,1,20,1,2,-30,1,2,0,1,2,-10,1,2,-10,21,True,False,False,False,True,False,False,False,False,False,False,True
a96a12d5-f195-4791-a677-1ed3c0ad8cff,Tottenham,Man City,2,0,1,2,0,1,3,-10,0,2,-10,1,2,-10,1,2,-10,1,3,-10,21,False,True,False,False,False,False,False,False,False,False,False,False
797eee60-b362-49d4-a9fd-019a8e48d62a,Everton,Crystal Pal,3,1,2,1,10,3,1,90,2,0,15,2,1,10,1,0,10,2,1,10,22,False,False,True,False,False,False,False,False,False,False,False,False
c9751ba3-3b79-49cd-95c1-639bfed846fa,Brighton,Watford,1,1,1,1,30,2,2,20,1,1,30,0,0,20,1,1,30,1,1,30,22,False,False,False,True,False,False,False,False,False,False,False,False
9047545c-339e-4702-8111-0915e83526a6,Sheffield United,Bournemouth,2,1,2,0,10,2,1,30,2,1,90,2,1,30,2,1,30,3,1,10,22,False,False,False,False,True,False,False,False,False,False,False,False
99f29097-1ef1-4829-a30b-862a328e8350,Wolves,Leicester,0,0,1,1,20,1,1,20,2,2,20,2,2,20,1,1,20,3,2,0,22,False,False,False,False,False,False,False,True,False,False,False,False
4aff5e53-ec3e-444f-a5f3-4a0a9a7206ec,Southampton,Burnley,1,2,2,1,-10,2,1,-10,1,0,-10,0,1,15,2,1,-10,2,1,-10,22,False,False,False,False,False,False,False,False,False,False,False,False
02c8df38-a6c7-43dd-a2e2-582bd55e820e,Norwich City,Liverpool,0,1,0,3,20,1,2,15,0,3,10,0,3,10,0,3,10,0,3,10,22,True,False,False,False,False,False,False,False,False,False,False,False
407033c4-13f3-4067-b120-63aea9473769,Aston Villa,Tottenham,2,3,0,1,15,1,1,-10,1,2,15,0,2,10,1,1,-10,1,2,15,22,False,False,False,False,False,False,False,False,False,False,False,False
b59b5b68-7536-45fc-9c32-7135686e1493,Arsenal,Newcastle,4,0,2,0,10,2,1,10,2,1,10,2,0,10,2,0,10,2,1,30,22,False,False,False,False,False,False,True,False,False,False,False,True
517b8574-5e56-4bb9-9c64-b64d6974a913,Chelsea,Man Utd,0,2,2,1,-10,0,0,-10,2,1,0,2,1,-10,2,1,-10,2,1,-10,22,False,False,False,False,False,True,False,False,False,False,False,False
